"['104.52', '108.11', '111.43', '113.84', '112.92', '111.21', '112.55', '113.13', '114.43', '122.06', '121.7', '120.57', '127.83', '1']"
"['462.29', '465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '0']"
"['465.64', '449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '1']"
"['449.52', '448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '0']"
"['448.45', '454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '0']"
"['454.02', '449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '1']"
"['449.95', '450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '1']"
"['450.76', '445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '1']"
"['445.11', '449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '1']"
"['449.21', '447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '0']"
"['447.35', '449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '0']"
"['449.21', '457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '0']"
"['457.04', '459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '0']"
"['459.48', '459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '1']"
"['459.14', '460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '1']"
"['460.46', '453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '0']"
"['453.25', '452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '1']"
"['452.83', '454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '1']"
"['454.16', '456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '1']"
"['456', '456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '1']"
"['456.43', '458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '1']"
"['458.46', '454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '1']"
"['454.84', '454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '1']"
"['454.47', '454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '1']"
"['454.04', '442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '0']"
"['442.93', '443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '1']"
"['443', '443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '1']"
"['443.52', '440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '1']"
"['440.85', '444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '1']"
"['444.24', '447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '1']"
"['447.5', '450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '1']"
"['450.46', '458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '0']"
"['458.82', '480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '1']"
"['480.71', '519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '0']"
"['519.5', '533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '1']"
"['533.44', '536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '1']"
"['536.13', '532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '1']"
"['532.91', '536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '1']"
"['536.41', '541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '0']"
"['541.83', '568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '1']"
"['568.92', '574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '1']"
"['574.1', '577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '0']"
"['577.44', '584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '1']"
"['584.11', '578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '1']"
"['578.53', '580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '0']"
"['580.91', '577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '0']"
"['577.38', '580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '0']"
"['580.7', '609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '1']"
"['609.23', '666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '1']"
"['666.1', '695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '0']"
"['695.99', '685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '0']"
"['685.76', '703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '1']"
"['703.27', '756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '0']"
"['756.96', '749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '0']"
"['749.43', '758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '1']"
"['758.16', '760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '1']"
"['760.72', '726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '1']"
"['726.2', '664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '0']"
"['664.82', '615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '1']"
"['615', '623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '0']"
"['623.81', '663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '0']"
"['663.66', '659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '0']"
"['659.88', '633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '1']"
"['633.42', '649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '0']"
"['649.79', '644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '1']"
"['644.97', '641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '1']"
"['641.99', '670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '1']"
"['670.4', '678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '0']"
"['678.97', '693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '657.95', '1']"
"['693.16', '665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '657.95', '660.7', '1']"
"['665.83', '675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '657.95', '660.7', '664.16', '1']"
"['675.93', '670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '657.95', '660.7', '664.16', '665.75', '1']"
"['670.73', '668.43', '639.53', '656.05', '648.43', '648.54', '650.82', '663.68', '657.95', '660.7', '664.16', '665.75', '677.95', '0']"
